"No.","Time","Source","Destination","Protocol","Length","Info"
"5977","26.017960214","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:14790, 2.05 Content, TKN:6f 6a, /datafile/100B"
"5978","26.020683121","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:58410, GET, TKN:eb 55, /datafile/100B"
"5979","26.022160546","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:58410, 2.05 Content, TKN:eb 55, /datafile/100B"
"5980","26.024424236","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:32195, GET, TKN:32 73, /datafile/100B"
"5981","26.025809323","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:32195, 2.05 Content, TKN:32 73, /datafile/100B"
"5982","26.027956610","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:53361, GET, TKN:66 cf, /datafile/100B"
"5983","26.029342935","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:53361, 2.05 Content, TKN:66 cf, /datafile/100B"
"5984","26.031675670","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:31787, GET, TKN:dd 5e, /datafile/100B"
"5985","26.032965513","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:31787, 2.05 Content, TKN:dd 5e, /datafile/100B"
"5986","26.035141642","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:48970, GET, TKN:86 a3, /datafile/100B"
"5987","26.037057724","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:48970, 2.05 Content, TKN:86 a3, /datafile/100B"
"5988","26.039412489","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:54238, GET, TKN:cf f7, /datafile/100B"
"5989","26.041102414","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:54238, 2.05 Content, TKN:cf f7, /datafile/100B"
"5990","26.043156473","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:18642, GET, TKN:1b 2f, /datafile/100B"
"5991","26.044963223","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:18642, 2.05 Content, TKN:1b 2f, /datafile/100B"
"5992","26.046939474","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:7975, GET, TKN:b5 2a, /datafile/100B"
"5993","26.048685758","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:7975, 2.05 Content, TKN:b5 2a, /datafile/100B"
"5994","26.050708965","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:21204, GET, TKN:3f d1, /datafile/100B"
"5995","26.052477156","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:21204, 2.05 Content, TKN:3f d1, /datafile/100B"
"5996","26.055915681","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:16524, GET, TKN:54 e0, /datafile/100B"
"5997","26.057703197","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:16524, 2.05 Content, TKN:54 e0, /datafile/100B"
"5998","26.059818715","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:34993, GET, TKN:40 46, /datafile/100B"
"5999","26.061694887","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:34993, 2.05 Content, TKN:40 46, /datafile/100B"
"6000","26.064189879","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:29273, GET, TKN:fc 85, /datafile/100B"
"6001","26.066046620","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:29273, 2.05 Content, TKN:fc 85, /datafile/100B"
"6002","26.068008682","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:20627, GET, TKN:e9 80, /datafile/100B"
"6003","26.069724709","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:20627, 2.05 Content, TKN:e9 80, /datafile/100B"
"6004","26.071606904","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:25051, GET, TKN:a4 00, /datafile/100B"
"6005","26.073461669","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:25051, 2.05 Content, TKN:a4 00, /datafile/100B"
"6006","26.075520071","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:17464, GET, TKN:54 0b, /datafile/100B"
"6007","26.077409042","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:17464, 2.05 Content, TKN:54 0b, /datafile/100B"
"6008","26.079589091","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:5142, GET, TKN:3a ad, /datafile/100B"
"6009","26.081744596","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:5142, 2.05 Content, TKN:3a ad, /datafile/100B"
"6010","26.083705614","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:26513, GET, TKN:1e 71, /datafile/100B"
"6011","26.085502678","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:26513, 2.05 Content, TKN:1e 71, /datafile/100B"
"6012","26.087363222","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:30626, GET, TKN:7f 99, /datafile/100B"
"6013","26.089201049","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:30626, 2.05 Content, TKN:7f 99, /datafile/100B"
"6014","26.092305565","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:12961, GET, TKN:e4 20, /datafile/100B"
"6015","26.094102034","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:12961, 2.05 Content, TKN:e4 20, /datafile/100B"
"6016","26.096059245","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:65391, GET, TKN:e9 4a, /datafile/100B"
"6017","26.097830947","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:65391, 2.05 Content, TKN:e9 4a, /datafile/100B"
"6018","26.100070935","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:55318, GET, TKN:f7 fa, /datafile/100B"
"6019","26.101882511","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:55318, 2.05 Content, TKN:f7 fa, /datafile/100B"
"6020","26.104764284","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:14674, GET, TKN:53 dd, /datafile/100B"
"6021","26.106617906","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:14674, 2.05 Content, TKN:53 dd, /datafile/100B"
"6022","26.108845005","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:7752, GET, TKN:79 a7, /datafile/100B"
"6023","26.110702006","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:7752, 2.05 Content, TKN:79 a7, /datafile/100B"
"6024","26.112912193","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:17839, GET, TKN:98 1a, /datafile/100B"
"6025","26.114742814","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:17839, 2.05 Content, TKN:98 1a, /datafile/100B"
"6026","26.116810229","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:6191, GET, TKN:f8 b8, /datafile/100B"
"6027","26.118608865","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:6191, 2.05 Content, TKN:f8 b8, /datafile/100B"
"6028","26.120577202","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:36922, GET, TKN:72 47, /datafile/100B"
"6029","26.122461466","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:36922, 2.05 Content, TKN:72 47, /datafile/100B"
"6030","26.124523947","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:31598, GET, TKN:de 2e, /datafile/100B"
"6031","26.126371526","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:31598, 2.05 Content, TKN:de 2e, /datafile/100B"
"6032","26.129700755","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:34243, GET, TKN:02 f5, /datafile/100B"
"6033","26.132222177","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:34243, 2.05 Content, TKN:02 f5, /datafile/100B"
"6034","26.134191463","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:473, GET, TKN:48 c2, /datafile/100B"
"6035","26.135992251","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:473, 2.05 Content, TKN:48 c2, /datafile/100B"
"6036","26.137803171","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:34448, GET, TKN:e5 e8, /datafile/100B"
"6037","26.139669047","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:34448, 2.05 Content, TKN:e5 e8, /datafile/100B"
"6038","26.141631308","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:42304, GET, TKN:99 f1, /datafile/100B"
"6039","26.143449998","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:42304, 2.05 Content, TKN:99 f1, /datafile/100B"
"6040","26.145314797","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:50809, GET, TKN:2b 6b, /datafile/100B"
"6041","26.147166757","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:50809, 2.05 Content, TKN:2b 6b, /datafile/100B"
"6042","26.149027977","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:45986, GET, TKN:d7 9e, /datafile/100B"
"6043","26.149766663","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:45986, 2.05 Content, TKN:d7 9e, /datafile/100B"
"6044","26.151762525","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:12840, GET, TKN:bd b9, /datafile/100B"
"6045","26.153701814","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:12840, 2.05 Content, TKN:bd b9, /datafile/100B"
"6046","26.155708352","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:7301, GET, TKN:fb 09, /datafile/100B"
"6047","26.157905668","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:7301, 2.05 Content, TKN:fb 09, /datafile/100B"
"6048","26.159930463","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:12429, GET, TKN:39 de, /datafile/100B"
"6049","26.161716335","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:12429, 2.05 Content, TKN:39 de, /datafile/100B"
"6050","26.167433795","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:49279, GET, TKN:41 65, /datafile/100B"
"6051","26.169281434","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:49279, 2.05 Content, TKN:41 65, /datafile/100B"
"6052","26.172630725","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:49755, GET, TKN:8c 48, /datafile/100B"
"6053","26.174257309","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:49755, 2.05 Content, TKN:8c 48, /datafile/100B"
"6054","26.176290345","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:63360, GET, TKN:2d 3b, /datafile/100B"
"6055","26.178263884","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:63360, 2.05 Content, TKN:2d 3b, /datafile/100B"
"6056","26.180213893","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:16421, GET, TKN:4d 94, /datafile/100B"
"6057","26.182006963","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:16421, 2.05 Content, TKN:4d 94, /datafile/100B"
"6058","26.184420998","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:4629, GET, TKN:1a 7d, /datafile/100B"
"6059","26.185785744","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:4629, 2.05 Content, TKN:1a 7d, /datafile/100B"
"6060","26.187865925","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:15072, GET, TKN:4d 23, /datafile/100B"
"6061","26.189219897","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:15072, 2.05 Content, TKN:4d 23, /datafile/100B"
"6062","26.191187565","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:43699, GET, TKN:f7 07, /datafile/100B"
"6063","26.192967304","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:43699, 2.05 Content, TKN:f7 07, /datafile/100B"
"6064","26.195231989","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:6745, GET, TKN:b6 fe, /datafile/100B"
"6065","26.197098578","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:6745, 2.05 Content, TKN:b6 fe, /datafile/100B"
"6066","26.199074752","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:49665, GET, TKN:13 71, /datafile/100B"
"6067","26.200203151","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:49665, 2.05 Content, TKN:13 71, /datafile/100B"
"6068","26.203278455","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:16332, GET, TKN:ae cc, /datafile/100B"
"6069","26.205260507","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:16332, 2.05 Content, TKN:ae cc, /datafile/100B"
"6070","26.207249953","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:8659, GET, TKN:e1 59, /datafile/100B"
"6071","26.208179064","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:8659, 2.05 Content, TKN:e1 59, /datafile/100B"
"6072","26.210021175","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:40424, GET, TKN:33 6c, /datafile/100B"
"6073","26.211814527","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:40424, 2.05 Content, TKN:33 6c, /datafile/100B"
"6074","26.214146939","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:3296, GET, TKN:ac c7, /datafile/100B"
"6075","26.215018643","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:3296, 2.05 Content, TKN:ac c7, /datafile/100B"
"6076","26.217717670","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:61283, GET, TKN:28 2b, /datafile/100B"
"6077","26.218562719","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:61283, 2.05 Content, TKN:28 2b, /datafile/100B"
"6078","26.220527310","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:41402, GET, TKN:2a 90, /datafile/100B"
"6079","26.226607432","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:41402, 2.05 Content, TKN:2a 90, /datafile/100B"
"6080","26.227599483","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:36942, GET, TKN:f8 4a, /datafile/100B"
"6081","26.229501462","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:36942, 2.05 Content, TKN:f8 4a, /datafile/100B"
"6082","26.230706497","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:47107, GET, TKN:a1 cf, /datafile/100B"
"6083","26.232366695","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:47107, 2.05 Content, TKN:a1 cf, /datafile/100B"
"6084","26.233587578","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:42231, GET, TKN:14 bd, /datafile/100B"
"6085","26.235440680","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:42231, 2.05 Content, TKN:14 bd, /datafile/100B"
"6086","26.237359281","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:48346, GET, TKN:c0 95, /datafile/100B"
"6087","26.238233379","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:48346, 2.05 Content, TKN:c0 95, /datafile/100B"
"6088","26.239409907","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:24609, GET, TKN:41 49, /datafile/100B"
"6089","26.241186857","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:24609, 2.05 Content, TKN:41 49, /datafile/100B"
"6090","26.242227494","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:12413, GET, TKN:b3 0b, /datafile/100B"
"6091","26.244127820","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:12413, 2.05 Content, TKN:b3 0b, /datafile/100B"
"6092","26.245472074","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:54806, GET, TKN:1f ed, /datafile/100B"
"6093","26.246367798","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:54806, 2.05 Content, TKN:1f ed, /datafile/100B"
"6094","26.247666963","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:40267, GET, TKN:c5 24, /datafile/100B"
"6095","26.249441758","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:40267, 2.05 Content, TKN:c5 24, /datafile/100B"
"6096","26.250591617","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:8150, GET, TKN:1b a6, /datafile/100B"
"6097","26.252460571","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:8150, 2.05 Content, TKN:1b a6, /datafile/100B"
"6098","26.253634568","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:16565, GET, TKN:42 8e, /datafile/100B"
"6099","26.254633176","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:16565, 2.05 Content, TKN:42 8e, /datafile/100B"
"6100","26.256062894","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:2628, GET, TKN:be fb, /datafile/100B"
"6101","26.257153539","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:2628, 2.05 Content, TKN:be fb, /datafile/100B"
"6102","26.258719328","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:63300, GET, TKN:78 7d, /datafile/100B"
"6103","26.259669946","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:63300, 2.05 Content, TKN:78 7d, /datafile/100B"
"6104","26.262524424","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:2045, GET, TKN:40 81, /datafile/100B"
"6105","26.263676805","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:2045, 2.05 Content, TKN:40 81, /datafile/100B"
"6106","26.265646751","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:23471, GET, TKN:b3 e6, /datafile/100B"
"6107","26.267560954","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:23471, 2.05 Content, TKN:b3 e6, /datafile/100B"
"6108","26.269458851","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:12093, GET, TKN:e9 51, /datafile/100B"
"6109","26.271285764","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:12093, 2.05 Content, TKN:e9 51, /datafile/100B"
"6110","26.273229673","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:36639, GET, TKN:35 89, /datafile/100B"
"6111","26.274675132","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:36639, 2.05 Content, TKN:35 89, /datafile/100B"
"6112","26.276574883","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:5994, GET, TKN:26 d3, /datafile/100B"
"6113","26.278458742","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:5994, 2.05 Content, TKN:26 d3, /datafile/100B"
"6114","26.280605967","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:58497, GET, TKN:2b a8, /datafile/100B"
"6115","26.282645811","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:58497, 2.05 Content, TKN:2b a8, /datafile/100B"
"6116","26.284550654","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:57732, GET, TKN:04 ee, /datafile/100B"
"6117","26.286550221","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:57732, 2.05 Content, TKN:04 ee, /datafile/100B"
"6118","26.288646618","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:16154, GET, TKN:13 07, /datafile/100B"
"6119","26.290405709","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:16154, 2.05 Content, TKN:13 07, /datafile/100B"
"6120","26.292347108","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:56429, GET, TKN:95 ed, /datafile/100B"
"6121","26.294066870","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:56429, 2.05 Content, TKN:95 ed, /datafile/100B"
"6122","26.299873925","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:2854, GET, TKN:d0 f5, /datafile/100B"
"6123","26.301663467","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:2854, 2.05 Content, TKN:d0 f5, /datafile/100B"
"6124","26.303922310","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:50239, GET, TKN:90 d4, /datafile/100B"
"6125","26.305663914","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:50239, 2.05 Content, TKN:90 d4, /datafile/100B"
"6126","26.307509787","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:28729, GET, TKN:1b 77, /datafile/100B"
"6127","26.309271631","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:28729, 2.05 Content, TKN:1b 77, /datafile/100B"
"6128","26.310968061","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:48421, GET, TKN:2e 20, /datafile/100B"
"6129","26.312679879","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:48421, 2.05 Content, TKN:2e 20, /datafile/100B"
"6130","26.314357333","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:65224, GET, TKN:56 4e, /datafile/100B"
"6131","26.316084157","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:65224, 2.05 Content, TKN:56 4e, /datafile/100B"
"6132","26.318079730","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:57858, GET, TKN:41 ee, /datafile/100B"
"6133","26.319784793","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:57858, 2.05 Content, TKN:41 ee, /datafile/100B"
"6134","26.321725547","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:64927, GET, TKN:fa c7, /datafile/100B"
"6135","26.323440682","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:64927, 2.05 Content, TKN:fa c7, /datafile/100B"
"6136","26.325320730","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:28686, GET, TKN:92 e3, /datafile/100B"
"6137","26.327247038","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:28686, 2.05 Content, TKN:92 e3, /datafile/100B"
"6138","26.329271067","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:55103, GET, TKN:37 54, /datafile/100B"
"6139","26.330998336","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:55103, 2.05 Content, TKN:37 54, /datafile/100B"
"6140","26.334141370","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:2175, GET, TKN:77 4e, /datafile/100B"
"6141","26.336142282","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:2175, 2.05 Content, TKN:77 4e, /datafile/100B"
"6142","26.338027128","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:42914, GET, TKN:1a 6d, /datafile/100B"
"6143","26.339862519","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:42914, 2.05 Content, TKN:1a 6d, /datafile/100B"
"6144","26.341727997","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:49340, GET, TKN:19 1b, /datafile/100B"
"6145","26.343503081","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:49340, 2.05 Content, TKN:19 1b, /datafile/100B"
"6146","26.345438417","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:55968, GET, TKN:48 f4, /datafile/100B"
"6147","26.347447971","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:55968, 2.05 Content, TKN:48 f4, /datafile/100B"
"6148","26.349418394","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:12478, GET, TKN:bf 9e, /datafile/100B"
"6149","26.351313322","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:12478, 2.05 Content, TKN:bf 9e, /datafile/100B"
"6150","26.353281459","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:45687, GET, TKN:d2 f2, /datafile/100B"
"6151","26.360237886","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:45687, 2.05 Content, TKN:d2 f2, /datafile/100B"
"6152","26.362488079","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:32115, GET, TKN:27 a5, /datafile/100B"
"6153","26.364312418","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:32115, 2.05 Content, TKN:27 a5, /datafile/100B"
"6154","26.366417907","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:55911, GET, TKN:59 fa, /datafile/100B"
"6155","26.368213785","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:55911, 2.05 Content, TKN:59 fa, /datafile/100B"
"6156","26.370689794","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:46759, GET, TKN:e8 ac, /datafile/100B"
"6157","26.372488753","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:46759, 2.05 Content, TKN:e8 ac, /datafile/100B"
"6158","26.375992635","192.168.10.31","192.168.10.2","CoAP","61","CON, MID:7419, GET, TKN:fa, /datafile/100B"
"6159","26.377615476","192.168.10.2","192.168.10.31","CoAP","148","ACK, MID:7419, 2.05 Content, TKN:fa, /datafile/100B"
"6160","26.381372428","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:40864, GET, TKN:4e 2e, /datafile/100B"
"6161","26.383107013","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:40864, 2.05 Content, TKN:4e 2e, /datafile/100B"
"6162","26.385733503","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:49147, GET, TKN:9d fd, /datafile/100B"
"6163","26.387255626","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:49147, 2.05 Content, TKN:9d fd, /datafile/100B"
"6164","26.389399863","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:6634, GET, TKN:e3 ac, /datafile/100B"
"6165","26.390924963","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:6634, 2.05 Content, TKN:e3 ac, /datafile/100B"
"6166","26.393374274","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:38891, GET, TKN:23 23, /datafile/100B"
"6167","26.395179737","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:38891, 2.05 Content, TKN:23 23, /datafile/100B"
"6168","26.397664423","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:45896, GET, TKN:c4 50, /datafile/100B"
"6169","26.399447554","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:45896, 2.05 Content, TKN:c4 50, /datafile/100B"
"6170","26.402008825","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:19472, GET, TKN:30 03, /datafile/100B"
"6171","26.404331778","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:19472, 2.05 Content, TKN:30 03, /datafile/100B"
"6172","26.406470469","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:60219, GET, TKN:47 73, /datafile/100B"
"6173","26.408140669","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:60219, 2.05 Content, TKN:47 73, /datafile/100B"
"6174","26.410297539","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:61735, GET, TKN:17 47, /datafile/100B"
"6175","26.411938612","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:61735, 2.05 Content, TKN:17 47, /datafile/100B"
"6176","26.414231659","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:7962, GET, TKN:af b4, /datafile/100B"
"6177","26.416157347","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:7962, 2.05 Content, TKN:af b4, /datafile/100B"
"6178","26.417858779","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:8203, GET, TKN:54 54, /datafile/100B"
"6179","26.419588251","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:8203, 2.05 Content, TKN:54 54, /datafile/100B"
"6180","26.421350672","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:37031, GET, TKN:f9 cd, /datafile/100B"
"6181","26.422951346","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:37031, 2.05 Content, TKN:f9 cd, /datafile/100B"
"6182","26.424938954","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:33775, GET, TKN:6a f3, /datafile/100B"
"6183","26.426128041","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:33775, 2.05 Content, TKN:6a f3, /datafile/100B"
"6184","26.428526230","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:36118, GET, TKN:59 0f, /datafile/100B"
"6185","26.430305873","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:36118, 2.05 Content, TKN:59 0f, /datafile/100B"
"6186","26.432947126","192.168.10.31","192.168.10.2","CoAP","62","CON, MID:40511, GET, TKN:0e 6b, /datafile/100B"
"6187","26.434813671","192.168.10.2","192.168.10.31","CoAP","149","ACK, MID:40511, 2.05 Content, TKN:0e 6b, /datafile/100B"
