,X1a,Z1w,X2a,Z2w,X3a,Z3w,X4a,Z4w,X5a,Z5w,X6a,Z6w,X7a,Z7w,X8a,Z8w,X9a,Z9w,X10a,Z10w,X11a,Z11w,X12a,Z12w,X13a,Z13w,X14a,Z14w,X15a,Z15w,label
0,0.08531740912103446,-0.18762706888793107,0.08584906216310345,-0.19220031739103446,0.08291206622758622,-0.0881047163337931,0.09873261550275862,0.20406185808241378,0.1724155978551724,0.14413475299724138,0.27126177032068965,0.12930524629131038,0.3855310426862069,-0.06546042606493102,0.3905481956689656,-0.33006362915379306,0.30532369679999993,-0.44664533417586216,0.24211376321724146,-0.31322622891034496,0.20778859105517242,-0.3532034406896551,0.17091871064137937,-0.46165549968620695,0.1488163967793103,-0.2834072034137932,0.1436185849896552,-0.17051609959655173,0.14845378875714285,-0.1476305008010714,open
1,0.22423370360384617,-0.14542259216538464,0.22704324576153848,-0.12889350304153843,0.22077934851923078,-0.02059947086769231,0.2416091097346154,0.16470365083538457,0.310801684568,0.0764669860852,0.370186193848,-0.10163265380776,0.406818017572,0.0017423767480000197,0.429947918696,-0.14367722168312003,0.4197092102039999,-0.2241259277336,0.375167834472,-0.26508674926799997,0.32778237304399993,-0.36927608643200005,0.28754005736800003,-0.21082758179600003,0.28662994995599994,-0.14134207763120002,0.2971560608,-0.08837622070715997,0.32983011476,-0.1650886962892,open
2,0.17125541100384617,-0.1627116394115385,0.17117480938846155,-0.12769599327961537,0.16693170988076922,-0.09065379216315385,0.17338559665384615,-0.043398214488323074,0.18950016315384616,-0.07872475256819231,0.19836058395384615,-0.059743071334092304,0.20777945885769225,-0.1765808750934616,0.21440606336923076,-0.17908528253730768,0.21032992436153847,-0.3129703286923077,0.19652401849999995,-0.2756575364230769,0.19771577101923074,-0.3083299783538462,0.19258605369615384,-0.2438083824769231,0.19375708006799996,-0.12319980468720004,0.19126625975199998,-0.14931749268,0.19376905517600002,-0.18009948119400002,open
3,0.24104217127368424,-0.1963955407447368,0.24035675450000002,-0.19487895763947372,0.2401164647131579,-0.1939296160289474,0.24045129475,-0.19200335854736844,0.239261663331579,-0.19147944801973682,0.240258275081579,-0.19017164129921058,0.2633694257210526,0.939588221513158,2.7156094400078956,1.1799016450447373,0.7590518067894737,-2.3678982985552626,0.29592672247631574,-0.33268712093157893,0.29137516330270263,-0.16590365023405404,0.2898135458432433,-0.16738840051108103,0.28974072431081077,-0.15802678701351353,0.2884380278702702,-0.14243893185216217,0.2882357458243243,-0.15830189059432437,open
4,-0.33656885146666665,-0.2132814788833333,-0.34190151213750003,-0.19748931885416668,-0.3392507743791666,-0.15464092255166667,-0.34060420989999995,-0.09991098404833333,-0.31110929488333344,-0.07161357879583334,-0.2632089042708334,-0.09151594162016667,-0.18861402512083328,-0.03538890839070833,-0.14597904371304352,-0.18215815669,-0.16672069384782606,-0.21794026913521738,-0.2054249904469565,-0.30661456564739126,-0.2661986110521739,-0.27689159226434784,-0.2663548079826087,-0.16744310461347828,-0.2767744445739131,-0.14000451128130437,-0.2796510713,-0.11451187134000002,-0.2775619374086956,-0.1255693120604348,open
5,-0.18342179821290328,-0.12119957708645161,-0.18147584484193555,-0.1275492760380645,-0.1791918846967742,-0.1553768920870968,-0.17434873028064518,-0.15276458247741936,-0.1707610296451613,-0.16680152154838712,-0.1579264290064516,-0.1743970169548387,-0.15127735261290323,-0.16601927725483873,-0.14904167912580646,-0.14691706503741933,-0.17655060307096776,-0.10481107650387095,-0.21337129212333336,-0.09000283812900002,-0.22995181275,-0.10470726013333334,-0.23950195311999997,-0.12018008423266667,-0.23951193238000004,-0.13174603271466667,-0.23626368713333332,-0.17156323241666663,-0.23727159118333332,-0.16904846191666667,close
6,0.040271094537419366,-0.1666132034758065,0.041101625503548386,0.17741010604129032,0.08561711957419357,0.4951075153999999,0.1865556040096774,0.18135029946580647,0.2652339270796774,0.12365254064161292,0.2974797747193549,-0.11971234721299996,0.31517684444516125,-0.13761222100870965,0.29599737351290323,-0.06550571564800002,0.29706933790322587,-0.29612774757000004,0.21922637447096774,-0.40572403446774186,0.134560502576129,-0.6173500848516129,0.09417416382099998,-0.3239363708366667,0.09026229858599999,-0.18534956359666666,0.09513716125643332,-0.07770840453791,0.10981663512733333,-0.041992675778466666,open
7,0.21592423905348831,-0.13191057427046513,0.21786671128604648,-0.14959124897534887,0.21962899344761905,-0.1227554430282381,0.21818200247619038,-0.1528820800704286,0.2265111105809524,-0.16064450945190478,0.23037450518333338,-0.15603979928428569,0.2279866136809524,-0.141541377477619,0.2235422842857143,-0.12590959821500003,0.2100061471095239,-0.12053149632142857,0.2020120566261904,-0.13576054164380955,0.1895201764761905,-0.13609555925166666,0.2153058406332619,-0.09448209490666667,0.6054124668857144,-0.035504738940564294,0.6783073098380954,-0.09242209298335716,0.6779794202619046,-0.12145814078023809,close
8,0.25133432431860464,-0.14135836933860468,0.25118463560000015,-0.12759048816953486,0.2536005419348836,-0.26289516715116273,0.28861725917209297,-0.39509119433023243,0.33840790505116286,-0.21936359849488377,0.35669777803488373,-0.1965761016055814,0.36726301680930235,-0.23712782039395347,0.3724812352372093,-0.1746310389316279,0.3379553577441861,-0.07255029367741858,0.2549790706186047,0.14225650166511628,0.19475895016744182,-0.019281995904209308,0.1899723922395349,-0.15797729847232558,0.1915979984809524,-0.1963987295880953,0.18896418980238092,-0.1682251739404762,0.18999062674523812,-0.1827521078880952,close
9,0.21240330504666677,-0.17059524536833334,0.21445404053499992,-0.15684633636783338,0.2233181076033333,-0.09187893676728333,0.26159600830000007,-0.08263565826341666,0.26627877045166665,-0.31006771087709983,0.248375999455,-0.1940389938378333,0.27611082458833336,-0.06413662719883334,0.27304470062833336,-0.29213999176516664,0.25984465027333337,-0.1947525100763333,0.29149134063333343,-0.17442977142743338,0.27383648630338986,-0.1596975682108475,0.2943235442610169,0.04530240333433898,0.30642803386101697,-0.26325425487627124,0.27978597867288124,-0.29935460752881354,0.2729053717135593,-0.13537695674918643,open
